location,name,poi_type,rating,price,Type,latitude,longitude,free_bikes
"001065 - Aldersgate Street, Barbican",St John's Gardens,['Park'],,,Park,51.5208417,-0.097340162,3
"001065 - Aldersgate Street, Barbican",Smithfield Rotunda Garden,['Park'],,,Park,51.5208417,-0.097340162,3
"001065 - Aldersgate Street, Barbican",Finsbury Circus,['Urban Park'],,,Park,51.5208417,-0.097340162,3
"001065 - Aldersgate Street, Barbican",Bunhill Fields,['Monument'],,,Park,51.5208417,-0.097340162,3
"001196 - Vincent Square, Westminster",Millbank Gardens,['Park'],,,Park,51.49398524,-0.136928582,6
"001196 - Vincent Square, Westminster",Victoria Tower Gardens,['Park'],,,Park,51.49398524,-0.136928582,6
"001196 - Vincent Square, Westminster",St John's Gardens,['Park'],,,Park,51.49398524,-0.136928582,6
"001196 - Vincent Square, Westminster",Grosvenor Gardens,['Park'],,,Park,51.49398524,-0.136928582,6
"001196 - Vincent Square, Westminster",Vincent Square,['Park'],,,Park,51.49398524,-0.136928582,6
"001196 - Vincent Square, Westminster",Warwick Square,['Park'],,,Park,51.49398524,-0.136928582,6
"001196 - Vincent Square, Westminster",Bessborough Gardens,['Park'],,,Park,51.49398524,-0.136928582,6
"001196 - Vincent Square, Westminster",Christchurch Gardens,['Park'],,,Park,51.49398524,-0.136928582,6
"001196 - Vincent Square, Westminster",College Green,['Garden'],,,Park,51.49398524,-0.136928582,6
"001196 - Vincent Square, Westminster",Grosvenor Gardens,['Park'],,,Park,51.49398524,-0.136928582,6
"002639 - King Edward Walk, Waterloo",House of Vans,['Skate Park'],,,Park,51.49775,-0.10988,12
"002639 - King Edward Walk, Waterloo",West Square Gardens,['Park'],,,Park,51.49775,-0.10988,12
"002639 - King Edward Walk, Waterloo",Jubilee Gardens,['Park'],,,Park,51.49775,-0.10988,12
"002639 - King Edward Walk, Waterloo",Archbishop's Park,['Playground'],,,Park,51.49775,-0.10988,12
"002639 - King Edward Walk, Waterloo",Geraldine Mary Harmsworth Sports Facility,['Gym and Studio'],,,Park,51.49775,-0.10988,12
"002639 - King Edward Walk, Waterloo",Elephant Park,['Park'],,,Park,51.49775,-0.10988,12
"002639 - King Edward Walk, Waterloo",Lambeth Walk Doorstep Green,['Park'],,,Park,51.49775,-0.10988,12
"002639 - King Edward Walk, Waterloo",Newington Gardens,['Park'],,,Park,51.49775,-0.10988,12
"002639 - King Edward Walk, Waterloo",Waterloo Millennium Green,['Park'],,,Park,51.49775,-0.10988,12
"002639 - King Edward Walk, Waterloo",Imperial Dog Park,['Park'],,,Park,51.49775,-0.10988,12
"200244 - Hollybush Gardens, Bethnal Green",Museum Gardens,['Park'],,,Park,51.527607,-0.057133,30
"200244 - Hollybush Gardens, Bethnal Green",Bethnal Green Gardens,['Park'],,,Park,51.527607,-0.057133,30
"200244 - Hollybush Gardens, Bethnal Green",Haggerston Park,['Park'],,,Park,51.527607,-0.057133,30
"200244 - Hollybush Gardens, Bethnal Green",Weavers Fields,['Park'],,,Park,51.527607,-0.057133,30
"200244 - Hollybush Gardens, Bethnal Green",Meath Gardens,['Park'],,,Park,51.527607,-0.057133,30
"200244 - Hollybush Gardens, Bethnal Green",Ravenscroft Park,['Park'],,,Park,51.527607,-0.057133,30
"200244 - Hollybush Gardens, Bethnal Green",Ion Square Gardens,['Park'],,,Park,51.527607,-0.057133,30
"200244 - Hollybush Gardens, Bethnal Green",Middleton Green,['Park'],,,Park,51.527607,-0.057133,30
"200244 - Hollybush Gardens, Bethnal Green",Jesus Green,['Park'],,,Park,51.527607,-0.057133,30
"200244 - Hollybush Gardens, Bethnal Green",Some Tree on Some Patch of Grass,['Park'],,,Park,51.527607,-0.057133,30
"200011 - Furze Green, Bow",Mile End Skate Park,['Skate Park'],,,Park,51.519265,-0.021345,1
"200011 - Furze Green, Bow",Mile End Park,['Urban Park'],,,Park,51.519265,-0.021345,1
"200011 - Furze Green, Bow",Bartlett Park,['Park'],,,Park,51.519265,-0.021345,1
"200011 - Furze Green, Bow",Furze Green,['Park'],,,Park,51.519265,-0.021345,1
"200011 - Furze Green, Bow",Langdon Park,['Park'],,,Park,51.519265,-0.021345,1
"200011 - Furze Green, Bow",Rounton Park,['Park'],,,Park,51.519265,-0.021345,1
"200011 - Furze Green, Bow",Ackroyd Drive Green Link,['Park'],,,Park,51.519265,-0.021345,1
"200011 - Furze Green, Bow",Prospect Park,['Playground'],,,Park,51.519265,-0.021345,1
"200011 - Furze Green, Bow",Poplar Union,"['Arts and Entertainment', 'Restaurant']",,,Park,51.519265,-0.021345,1
"200011 - Furze Green, Bow",E5 Roasthouse,"['Café', 'Coffee Shop', 'Restaurant']",,,Park,51.519265,-0.021345,1
"300098 - Hurlingham Park, Parsons Green",Hurlingham Park,['Park'],,,Park,51.470131,-0.20464,9
"300098 - Hurlingham Park, Parsons Green",Parsons Green Station,['Restaurant'],,,Park,51.470131,-0.20464,9
"300098 - Hurlingham Park, Parsons Green",Bishop's Park,['Park'],,,Park,51.470131,-0.20464,9
"300098 - Hurlingham Park, Parsons Green",Eel Brook Common,['Park'],,,Park,51.470131,-0.20464,9
"300098 - Hurlingham Park, Parsons Green",Gardeners Fulham Palace,['Park'],,,Park,51.470131,-0.20464,9
"300098 - Hurlingham Park, Parsons Green",South Park,['Park'],,,Park,51.470131,-0.20464,9
"300098 - Hurlingham Park, Parsons Green",Bishop's Meadow,['Park'],,,Park,51.470131,-0.20464,9
"300098 - Hurlingham Park, Parsons Green",Skatepark,['Skate Park'],,,Park,51.470131,-0.20464,9
"300098 - Hurlingham Park, Parsons Green",Christmas at the Hurlingham Club,['Sports Club'],,,Park,51.470131,-0.20464,9
"300098 - Hurlingham Park, Parsons Green",Eel Brook Common,['Park'],,,Park,51.470131,-0.20464,9
"300088 - Queensdale Road, Shepherd's Bush",Holland Park,['Park'],,,Park,51.50659035,-0.216104479,20
"300088 - Queensdale Road, Shepherd's Bush",Hammersmith Park,['Park'],,,Park,51.50659035,-0.216104479,20
"300088 - Queensdale Road, Shepherd's Bush",Avondale Park,['Playground'],,,Park,51.50659035,-0.216104479,20
"300088 - Queensdale Road, Shepherd's Bush",Bodrum Holland Park,['Park'],,,Park,51.50659035,-0.216104479,20
"300088 - Queensdale Road, Shepherd's Bush",Maxilla Gardens,['Park'],,,Park,51.50659035,-0.216104479,20
"300088 - Queensdale Road, Shepherd's Bush",Little Brook Green,['Park'],,,Park,51.50659035,-0.216104479,20
"300088 - Queensdale Road, Shepherd's Bush",Shepherds Bush Common,['Park'],,,Park,51.50659035,-0.216104479,20
"300088 - Queensdale Road, Shepherd's Bush",KidZania London,['Amusement Park'],,,Park,51.50659035,-0.216104479,20
"300088 - Queensdale Road, Shepherd's Bush",The Blue Peter Garden,['Park'],,,Park,51.50659035,-0.216104479,20
"300088 - Queensdale Road, Shepherd's Bush",Westfield London,['Shopping Mall'],,,Park,51.50659035,-0.216104479,20
"001114 - Pont Street, Knightsbridge",Lennox Gardens,['Park'],,,Park,51.4968865,-0.161203828,21
"001114 - Pont Street, Knightsbridge",Grosvenor Gardens,['Park'],,,Park,51.4968865,-0.161203828,21
"001114 - Pont Street, Knightsbridge",Cadogan Square Small Garden Limited,"['Property Management Office', 'Real Estate Agency']",,,Park,51.4968865,-0.161203828,21
"001114 - Pont Street, Knightsbridge",Princes Gardens,"['College Quad', 'Park']",,,Park,51.4968865,-0.161203828,21
"001114 - Pont Street, Knightsbridge",Albert Gate,['Park'],,,Park,51.4968865,-0.161203828,21
"001114 - Pont Street, Knightsbridge",Holy Trinity Brompton Garden,['Park'],,,Park,51.4968865,-0.161203828,21
"001114 - Pont Street, Knightsbridge",Markham Square,['Park'],,,Park,51.4968865,-0.161203828,21
"001114 - Pont Street, Knightsbridge",Secret Garden,['Park'],,,Park,51.4968865,-0.161203828,21
"001114 - Pont Street, Knightsbridge",St Luke's Playground,['Playground'],,,Park,51.4968865,-0.161203828,21
"001114 - Pont Street, Knightsbridge",Rotten Row Playground,['Playground'],,,Park,51.4968865,-0.161203828,21
"002703 - Fire Brigade Pier, Vauxhall",Victoria Tower Gardens,['Park'],,,Park,51.49369988,-0.121394101,3
"002703 - Fire Brigade Pier, Vauxhall",Millbank Gardens,['Park'],,,Park,51.49369988,-0.121394101,3
"002703 - Fire Brigade Pier, Vauxhall",House of Vans,['Skate Park'],,,Park,51.49369988,-0.121394101,3
"002703 - Fire Brigade Pier, Vauxhall",St John's Gardens,['Park'],,,Park,51.49369988,-0.121394101,3
"002703 - Fire Brigade Pier, Vauxhall",Vauxhall Pleasure Gardens,['Park'],,,Park,51.49369988,-0.121394101,3
"002703 - Fire Brigade Pier, Vauxhall",Archbishop's Park,['Playground'],,,Park,51.49369988,-0.121394101,3
"002703 - Fire Brigade Pier, Vauxhall",Bessborough Gardens,['Park'],,,Park,51.49369988,-0.121394101,3
"002703 - Fire Brigade Pier, Vauxhall",Lambeth Walk Doorstep Green,['Park'],,,Park,51.49369988,-0.121394101,3
"002703 - Fire Brigade Pier, Vauxhall",College Green,['Garden'],,,Park,51.49369988,-0.121394101,3
"002703 - Fire Brigade Pier, Vauxhall",Old Paradise Gardens,['Park'],,,Park,51.49369988,-0.121394101,3
"001166 - Bell Street , Marylebone",St Marylebone Parish Church Gardens,['Park'],,,Park,51.52202903,-0.165842551,5
"001166 - Bell Street , Marylebone",Floating Pocket Park,['Park'],,,Park,51.52202903,-0.165842551,5
"001166 - Bell Street , Marylebone",Clarence Gate,['Park'],,,Park,51.52202903,-0.165842551,5
"001166 - Bell Street , Marylebone",St Marys Churchyard,['Park'],,,Park,51.52202903,-0.165842551,5
"001166 - Bell Street , Marylebone",The Great Oak,['Park'],,,Park,51.52202903,-0.165842551,5
"001166 - Bell Street , Marylebone",The Old Church Garden,['Park'],,,Park,51.52202903,-0.165842551,5
"001166 - Bell Street , Marylebone",Talbot Square,['Park'],,,Park,51.52202903,-0.165842551,5
"001166 - Bell Street , Marylebone",Longbridge Gate,['Park'],,,Park,51.52202903,-0.165842551,5
"001166 - Bell Street , Marylebone",Paddington Street Gardens,['Playground'],,,Park,51.52202903,-0.165842551,5
"001166 - Bell Street , Marylebone",Afternoon Tea at the Landmark Hotel,['Restaurant'],,,Park,51.52202903,-0.165842551,5
"200049 - St. Katharine's Way, Tower",Hermitage Riverside Memorial Garden,['Park'],,,Park,51.505697,-0.070542,7
"200049 - St. Katharine's Way, Tower",Potters Fields Park,['Park'],,,Park,51.505697,-0.070542,7
"200049 - St. Katharine's Way, Tower",Tanner Street Park,['Park'],,,Park,51.505697,-0.070542,7
"200049 - St. Katharine's Way, Tower",Garden Barge Square,['Park'],,,Park,51.505697,-0.070542,7
"200049 - St. Katharine's Way, Tower",Tower Gardens,['Park'],,,Park,51.505697,-0.070542,7
"200049 - St. Katharine's Way, Tower",St John's Churchyard,['Park'],,,Park,51.505697,-0.070542,7
"200049 - St. Katharine's Way, Tower",Wapping Rose Garden,['Park'],,,Park,51.505697,-0.070542,7
"200049 - St. Katharine's Way, Tower",City Hall Park,['Park'],,,Park,51.505697,-0.070542,7
"200049 - St. Katharine's Way, Tower",King George’s Field,['Landmarks and Outdoors'],,,Park,51.505697,-0.070542,7
"200049 - St. Katharine's Way, Tower",Portsoken street garden,['Park'],,,Park,51.505697,-0.070542,7
"200136 - BBC White City, White City",Little Wormwood Scrubs,['Park'],,,Park,51.514767,-0.225787,14
"200136 - BBC White City, White City",Kensington Memorial Park,['Park'],,,Park,51.514767,-0.225787,14
"200136 - BBC White City, White City",Hammersmith Park,['Park'],,,Park,51.514767,-0.225787,14
"200136 - BBC White City, White City",White City Place/Media Village Lawn,['Park'],,,Park,51.514767,-0.225787,14
"200136 - BBC White City, White City",Wormholt Park Primary School,['Elementary School'],,,Park,51.514767,-0.225787,14
"200136 - BBC White City, White City",Maxilla Gardens,['Park'],,,Park,51.514767,-0.225787,14
"200136 - BBC White City, White City",St Marks Park,['Park'],,,Park,51.514767,-0.225787,14
"200136 - BBC White City, White City",Wormholt Park - South Side,['Park'],,,Park,51.514767,-0.225787,14
"200136 - BBC White City, White City",The Blue Peter Garden,['Park'],,,Park,51.514767,-0.225787,14
"200136 - BBC White City, White City",Little Wormwood Scrubs,['Park'],,,Park,51.514767,-0.225787,14
"001184 - St. Mary Axe, Aldgate",Finsbury Circus,['Urban Park'],,,Park,51.51422502,-0.080660083,3
"001184 - St. Mary Axe, Aldgate",Portsoken street garden,['Park'],,,Park,51.51422502,-0.080660083,3
"001184 - St. Mary Axe, Aldgate",King George’s Field,['Landmarks and Outdoors'],,,Park,51.51422502,-0.080660083,3
"001184 - St. Mary Axe, Aldgate",Tower Gardens,['Park'],,,Park,51.51422502,-0.080660083,3
"001184 - St. Mary Axe, Aldgate",City Hall Park,['Park'],,,Park,51.51422502,-0.080660083,3
"001184 - St. Mary Axe, Aldgate",Altab Ali Park,['Park'],,,Park,51.51422502,-0.080660083,3
"001184 - St. Mary Axe, Aldgate",Seething Lane Garden,['Park'],,,Park,51.51422502,-0.080660083,3
"001184 - St. Mary Axe, Aldgate",Fortune Street Park,['Park'],,,Park,51.51422502,-0.080660083,3
"001184 - St. Mary Axe, Aldgate",Trinity Square Gardens,['Park'],,,Park,51.51422502,-0.080660083,3
"001184 - St. Mary Axe, Aldgate",Broadgate Finsbury Square,['Monument'],,,Park,51.51422502,-0.080660083,3
"300042 - Upper Richmond Road, Putney",Whitelands Park,['Park'],,,Park,51.45971528,-0.212145939,16
"300042 - Upper Richmond Road, Putney",The Dynamo,['Pizzeria'],,,Park,51.45971528,-0.212145939,16
"300042 - Upper Richmond Road, Putney",Ground Coffee Society,"['Coffee Shop', 'Restaurant']",,,Park,51.45971528,-0.212145939,16
"300042 - Upper Richmond Road, Putney",Thai Square,['Thai Restaurant'],,,Park,51.45971528,-0.212145939,16
"300042 - Upper Richmond Road, Putney",Green Man,"['Arts and Entertainment', 'Beer Garden', 'Pub']",,,Park,51.45971528,-0.212145939,16
"300042 - Upper Richmond Road, Putney",Eddie Catz Putney,['Playground'],,,Park,51.45971528,-0.212145939,16
"300042 - Upper Richmond Road, Putney",Wandsworth Park Playground,['Playground'],,,Park,51.45971528,-0.212145939,16
"300042 - Upper Richmond Road, Putney",Putney Hill,['Travel and Transportation'],,,Park,51.45971528,-0.212145939,16
"300042 - Upper Richmond Road, Putney",University Boat Race Stone,['Sculpture Garden'],,,Park,51.45971528,-0.212145939,16
"001072 - Waterloo Station 3, Waterloo",House of Vans,['Skate Park'],,,Park,51.50379168,-0.11282408,24
"001072 - Waterloo Station 3, Waterloo",Southbank Skate Park,['Skate Park'],,,Park,51.50379168,-0.11282408,24
"001072 - Waterloo Station 3, Waterloo",Jubilee Gardens,['Park'],,,Park,51.50379168,-0.11282408,24
"001072 - Waterloo Station 3, Waterloo",Temple Gardens,['Park'],,,Park,51.50379168,-0.11282408,24
"001072 - Waterloo Station 3, Waterloo",Bernie Spain Gardens,['Park'],,,Park,51.50379168,-0.11282408,24
"001072 - Waterloo Station 3, Waterloo",Archbishop's Park,['Playground'],,,Park,51.50379168,-0.11282408,24
"001072 - Waterloo Station 3, Waterloo",Tate Modern Gardens,['Park'],,,Park,51.50379168,-0.11282408,24
"001072 - Waterloo Station 3, Waterloo",Whitehall Gardens,['Landmarks and Outdoors'],,,Park,51.50379168,-0.11282408,24
"001072 - Waterloo Station 3, Waterloo",Victoria Embankment Gardens,['Garden'],,,Park,51.50379168,-0.11282408,24
"001072 - Waterloo Station 3, Waterloo",Waterloo Millennium Green,['Park'],,,Park,51.50379168,-0.11282408,24
"300238 - Southwark Street, Bankside",Mint Street Park,['Park'],,,Park,51.5054099403,-0.0983410884509,21
"300238 - Southwark Street, Bankside",Tabard Gardens,['Park'],,,Park,51.5054099403,-0.0983410884509,21
"300238 - Southwark Street, Bankside",St Paul's Churchyard,['Park'],,,Park,51.5054099403,-0.0983410884509,21
"300238 - Southwark Street, Bankside",Tate Modern Gardens,['Park'],,,Park,51.5054099403,-0.0983410884509,21
"300238 - Southwark Street, Bankside",Bernie Spain Gardens,['Park'],,,Park,51.5054099403,-0.0983410884509,21
"300238 - Southwark Street, Bankside",Newington Gardens,['Park'],,,Park,51.5054099403,-0.0983410884509,21
"300238 - Southwark Street, Bankside",Nelson Square,['Park'],,,Park,51.5054099403,-0.0983410884509,21
"300238 - Southwark Street, Bankside",Nelson Square Gardens,['Park'],,,Park,51.5054099403,-0.0983410884509,21
"300238 - Southwark Street, Bankside",Waterloo Millennium Green,['Park'],,,Park,51.5054099403,-0.0983410884509,21
"300238 - Southwark Street, Bankside",St George's Churchyard Gardens,['Park'],,,Park,51.5054099403,-0.0983410884509,21
"003436 - Derry Street, Kensington",Holland Park,['Park'],,,Park,51.50136494,-0.191462381,17
"003436 - Derry Street, Kensington",Pembridge Gardens,['Park'],,,Park,51.50136494,-0.191462381,17
"003436 - Derry Street, Kensington",Holland Park Gate,['Park'],,,Park,51.50136494,-0.191462381,17
"003436 - Derry Street, Kensington",Airlie Gardens,['Park'],,,Park,51.50136494,-0.191462381,17
"003436 - Derry Street, Kensington",Perk's Field,['Park'],,,Park,51.50136494,-0.191462381,17
"003436 - Derry Street, Kensington",Pembroke Square,['Park'],,,Park,51.50136494,-0.191462381,17
"003436 - Derry Street, Kensington",Edwardes Square,['Park'],,,Park,51.50136494,-0.191462381,17
"003436 - Derry Street, Kensington",Campden Hill Square,['Park'],,,Park,51.50136494,-0.191462381,17
"003436 - Derry Street, Kensington",Diana Memorial Playground,['Playground'],,,Park,51.50136494,-0.191462381,17
"003436 - Derry Street, Kensington",Dishoom,['Indian Restaurant'],,,Park,51.50136494,-0.191462381,17
"001134 - Warwick Road, Olympia",Holland Park,['Park'],,,Park,51.49671237,-0.20528437,24
"001134 - Warwick Road, Olympia",Nevern Square,['Park'],,,Park,51.49671237,-0.20528437,24
"001134 - Warwick Road, Olympia",Edwardes Square,['Park'],,,Park,51.49671237,-0.20528437,24
"001134 - Warwick Road, Olympia",Marcus Garvey Park,['Park'],,,Park,51.49671237,-0.20528437,24
"001134 - Warwick Road, Olympia",Pembroke Square,['Park'],,,Park,51.49671237,-0.20528437,24
"001134 - Warwick Road, Olympia",Holland Park Gate,['Park'],,,Park,51.49671237,-0.20528437,24
"001134 - Warwick Road, Olympia",St Paul's Gardens,['Landmarks and Outdoors'],,,Park,51.49671237,-0.20528437,24
"001134 - Warwick Road, Olympia",Holland Park,['Urban Park'],,,Park,51.49671237,-0.20528437,24
"001134 - Warwick Road, Olympia",Leighton House Museum,['Museum'],,,Park,51.49671237,-0.20528437,24
"001134 - Warwick Road, Olympia",Apadana Restaurant,['Persian Restaurant'],,,Park,51.49671237,-0.20528437,24
"200072 - Houndsditch, Aldgate",Brick Lane Park,['Park'],,,Park,51.514449,-0.077178979,16
"200072 - Houndsditch, Aldgate",Finsbury Circus,['Urban Park'],,,Park,51.514449,-0.077178979,16
"200072 - Houndsditch, Aldgate",King George’s Field,['Landmarks and Outdoors'],,,Park,51.514449,-0.077178979,16
"200072 - Houndsditch, Aldgate",Portsoken street garden,['Park'],,,Park,51.514449,-0.077178979,16
"200072 - Houndsditch, Aldgate",Tower Gardens,['Park'],,,Park,51.514449,-0.077178979,16
"200072 - Houndsditch, Aldgate",Altab Ali Park,['Park'],,,Park,51.514449,-0.077178979,16
"200072 - Houndsditch, Aldgate",Seething Lane Garden,['Park'],,,Park,51.514449,-0.077178979,16
"200072 - Houndsditch, Aldgate",Fortune Street Park,['Park'],,,Park,51.514449,-0.077178979,16
"200072 - Houndsditch, Aldgate",Trinity Square Gardens,['Park'],,,Park,51.514449,-0.077178979,16
"200072 - Houndsditch, Aldgate",Broadgate Finsbury Square,['Monument'],,,Park,51.514449,-0.077178979,16
"200030 - Driffield Road, Old Ford",Well Street Common,['Park'],,,Park,51.534137,-0.037366,2
"200030 - Driffield Road, Old Ford",Meath Gardens,['Park'],,,Park,51.534137,-0.037366,2
"200030 - Driffield Road, Old Ford",St Stephens Green,['Park'],,,Park,51.534137,-0.037366,2
"200030 - Driffield Road, Old Ford",Victoria Park Skatepark,['Skate Park'],,,Park,51.534137,-0.037366,2
"200030 - Driffield Road, Old Ford",Wennington Green,['Park'],,,Park,51.534137,-0.037366,2
"200030 - Driffield Road, Old Ford",Lefevre Park,['Park'],,,Park,51.534137,-0.037366,2
"200030 - Driffield Road, Old Ford",Waterfall Steps Victoria Park,['Park'],,,Park,51.534137,-0.037366,2
"200030 - Driffield Road, Old Ford",Some Tree on Some Patch of Grass,['Park'],,,Park,51.534137,-0.037366,2
"200030 - Driffield Road, Old Ford",Old English Garden Victoria Park,['Park'],,,Park,51.534137,-0.037366,2
"200030 - Driffield Road, Old Ford",Ecology Park,['Landmarks and Outdoors'],,,Park,51.534137,-0.037366,2
"003438 - Devonshire Square, Liverpool Street",Brick Lane Park,['Park'],,,Park,51.51646835,-0.079684557,3
"003438 - Devonshire Square, Liverpool Street",Finsbury Circus,['Urban Park'],,,Park,51.51646835,-0.079684557,3
"003438 - Devonshire Square, Liverpool Street",Bunhill Fields,['Monument'],,,Park,51.51646835,-0.079684557,3
"003438 - Devonshire Square, Liverpool Street",Allen Gardens,['Park'],,,Park,51.51646835,-0.079684557,3
"003438 - Devonshire Square, Liverpool Street",Portsoken street garden,['Park'],,,Park,51.51646835,-0.079684557,3
"003438 - Devonshire Square, Liverpool Street",King George’s Field,['Landmarks and Outdoors'],,,Park,51.51646835,-0.079684557,3
"003438 - Devonshire Square, Liverpool Street",Tower Gardens,['Park'],,,Park,51.51646835,-0.079684557,3
"003438 - Devonshire Square, Liverpool Street",Altab Ali Park,['Park'],,,Park,51.51646835,-0.079684557,3
